,age,predict_age
850,36,22.66216
851,31,22.104675
852,34,21.897488
853,31,30.333923
854,33,30.513496
855,32,28.851707
856,25,20.258112
857,25,23.600256
858,22,21.473742
859,19,23.94847
860,59,28.946032
861,20,23.302708
862,19,19.217546
863,23,22.321556
864,22,21.042631
865,19,18.33859
866,20,35.199036
867,21,20.697355
868,21,19.3962
869,19,20.129786
870,20,23.250116
871,19,23.250261
872,21,19.369827
873,19,19.055029
874,19,19.923826
875,20,19.58865
876,19,24.062696
877,18,21.923162
878,21,19.719812
879,20,23.877802
880,19,19.764925
881,22,21.623327
882,20,20.24047
883,19,19.712536
884,21,21.147018
885,22,20.011967
886,56,37.85386
887,24,21.342737
888,21,21.76011
889,21,23.052057
890,20,24.0463
891,19,18.137972
892,21,18.60135
893,20,18.856089
894,21,19.829035
895,20,20.407217
896,21,22.07907
897,19,19.306564
898,19,20.830067
899,20,21.716118
900,21,18.178534
901,19,18.467901
902,33,22.042479
903,63,44.14821
904,36,22.68903
905,60,69.44987
906,48,37.36467
907,30,32.43635
908,32,28.929117
909,37,42.453876
910,31,27.790068
911,56,49.15155
912,33,23.448414
913,30,20.432852
914,45,25.39261
915,24,22.26733
916,22,19.225939
917,25,21.264277
918,32,26.653034
919,26,25.234346
920,23,26.885546
921,23,19.098764
922,24,18.645477
923,27,24.67147
924,24,18.554403
925,25,29.071596
926,24,24.429094
927,28,23.488218
928,26,27.275625
929,24,21.45733
930,26,22.70022
931,34,23.578156
932,35,22.509714
933,55,33.212868
934,31,24.695587
935,51,31.54552
936,28,23.572535
937,35,21.159904
938,24,21.539934
939,40,27.810263
940,23,20.814013
941,27,21.84162
942,24,23.454533
943,24,18.208544
944,30,21.501749
945,22,19.540226
946,27,19.567469
947,24,22.247969
948,32,23.757105
949,30,22.056677
950,24,19.689558
951,22,21.040579
952,21,22.624426
953,30,23.442997
954,58,43.749424
955,26,21.590328
956,22,19.601954
957,29,18.434671
958,45,29.020641
959,28,22.187979
960,27,20.381136
961,35,22.441006
962,43,20.93861
963,27,25.24883
964,27,21.612955
965,31,19.143
966,32,22.735737
967,18,23.415554
968,21,20.33718
969,30,22.472157
970,32,20.082273
971,36,22.65659
972,33,29.852083
973,32,22.16289
974,24,23.563602
975,31,20.52261
976,32,22.031206
977,48,33.05471
978,26,25.018618
979,23,18.291727
980,21,22.855778
981,21,20.057478
982,25,26.986628
983,29,23.19385
984,36,26.111933
985,49,34.192524
986,34,18.285994
987,27,25.060537
988,28,21.728575
989,34,24.18187
990,53,33.3166
991,24,21.114422
992,23,19.405302
993,27,24.269781
994,24,19.639372
995,32,23.589346
996,24,18.783907
997,24,20.890486
